,q13a,q14a,q14b,q14c,q14d,q14e,q14f,q15a,q15b,q15c,q15d,q16a,q16b
986,6,5,5,5,5,5,4,6,1,2,8,1,6
987,6,4,5,1,1,1,5,3,1,1,15,2,3
988,6,5,5,5,5,3,4,5,5,5,14,4,2
989,2,4,5,8,5,2,4,6,1,1,25,2,1
990,2,8,8,8,8,8,8,8,2,4,30,4,2
991,5,4,4,1,1,1,5,6,1,4,30,1,4
992,5,5,5,5,5,5,5,1,3,3,8,3,2
993,3,8,8,8,8,8,8,3,1,4,99,4,4
994,5,2,3,1,2,2,3,4,1,2,12,2,4
995,6,1,2,1,2,2,2,4,1,1,17,4,5
996,5,5,5,5,-1,5,5,1,1,4,8,4,2
997,5,2,2,1,2,2,2,1,2,2,-1,2,3
998,5,2,1,8,8,1,2,3,2,4,15,1,2
999,4,5,5,8,5,8,5,2,5,6,11,4,5
1000,5,5,4,2,4,4,4,6,2,1,12,4,4
1001,4,2,4,1,2,1,4,3,3,6,18,2,6
1003,6,4,5,8,5,2,4,5,5,5,18,2,6
1004,5,8,8,8,8,8,8,-1,3,1,-1,2,6
1005,6,5,5,8,5,5,5,6,1,6,9,5,6
1006,5,8,8,8,8,8,8,4,5,4,-1,3,3
1007,1,5,5,5,8,5,5,6,1,1,21,4,1
1008,5,4,5,5,4,8,5,5,1,3,12,4,5
1009,4,2,4,8,4,1,1,5,1,3,21,4,5
1010,1,5,5,1,2,4,2,6,1,1,12,3,5
1011,6,5,5,2,5,5,5,6,2,2,17,4,1
1013,6,5,5,5,5,5,5,6,1,2,8,4,4
1014,5,5,5,5,5,5,5,6,1,1,34,2,4
1015,4,5,5,4,5,5,5,6,1,1,8,3,1
1016,1,1,-1,3,2,2,2,3,-1,-1,-1,3,3
1017,6,5,5,5,5,5,5,6,2,3,14,4,3
1018,3,1,2,1,2,1,2,8,3,6,21,1,1
1019,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1020,4,2,2,1,2,1,5,2,1,2,12,3,3
1021,2,4,5,4,4,4,4,2,-1,-1,-1,-1,-1
1022,4,4,5,8,5,5,5,6,3,3,12,4,5
1023,6,3,5,8,4,4,5,4,1,3,21,4,2
1024,6,3,3,-1,2,2,2,6,6,6,18,2,6
1025,-1,2,3,-1,2,3,2,4,3,2,-1,3,2
1026,6,3,4,2,2,3,3,3,4,5,14,2,6
1027,4,4,4,1,2,4,5,6,1,1,26,4,3
1028,1,2,2,1,1,1,2,8,1,3,10,4,4
1029,6,5,5,5,5,5,5,6,3,3,15,2,6
1030,3,5,5,8,5,5,8,2,1,3,22,2,1
1031,6,4,4,8,1,8,8,6,1,4,30,2,6
1032,6,8,8,8,8,8,8,8,-1,1,-1,-1,2
1033,6,2,5,8,3,4,5,2,1,4,18,4,1
1034,6,5,5,8,8,8,5,5,3,3,5,3,2
1035,5,4,5,2,4,4,4,4,2,1,15,4,2
1036,6,5,5,1,5,5,5,6,1,1,20,4,2
1037,5,4,4,3,5,2,4,4,1,5,5,4,1
1038,6,4,5,2,4,3,4,1,1,2,1,4,4
1039,6,5,5,5,4,4,5,6,1,1,16,-1,-1
1040,3,4,5,5,3,3,5,6,1,3,17,4,3
1041,5,5,4,5,5,4,5,4,1,2,34,4,4
1042,3,5,5,8,4,5,5,6,3,-1,36,3,2
1043,1,5,5,5,8,1,5,6,1,2,25,4,1
1044,2,8,5,5,2,2,8,-1,2,2,35,2,2
1045,6,1,2,1,2,2,2,2,2,5,8,2,5
1046,5,3,5,8,4,4,8,4,1,3,50,3,2
1047,6,5,5,5,5,5,5,6,1,4,16,4,5
1048,1,1,2,1,1,1,2,8,1,1,32,1,6
1049,3,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1
1050,4,5,5,8,5,5,5,5,2,4,17,4,2
1051,5,8,4,2,2,2,8,1,1,1,19,4,1
1052,6,3,3,1,1,1,4,3,6,6,10,5,3
1053,6,5,5,2,1,3,3,6,2,3,24,3,3
1054,6,4,4,3,3,3,3,5,5,5,12,4,6
1055,6,3,5,1,2,1,1,4,2,5,9,5,6
1056,6,4,5,8,2,2,4,5,3,2,18,4,4
1057,4,3,4,4,3,1,4,4,4,4,17,2,6
1058,6,4,4,-1,4,4,4,6,1,2,15,3,5
1059,4,4,5,1,2,1,2,5,1,1,12,1,1
1060,3,1,3,8,2,2,2,8,1,4,18,3,5
1061,3,1,2,1,1,1,5,2,4,5,15,1,5
1062,3,1,2,1,1,2,2,8,1,-1,-1,-1,3
1063,5,5,5,5,2,2,5,6,1,2,19,3,2
1064,6,2,5,8,1,2,4,5,5,5,18,4,6
1065,6,4,4,4,4,4,4,6,2,3,13,3,6
1066,1,8,8,8,8,8,8,6,1,1,-1,3,6
1067,5,2,4,4,4,4,4,4,1,2,29,2,5
1068,6,4,5,8,5,5,5,5,1,4,8,3,6
1069,5,2,4,4,2,1,1,2,5,6,27,2,6
1070,6,8,8,8,8,8,8,-1,-1,1,0,1,5
1071,6,5,5,5,5,5,5,6,4,5,17,3,6
1072,5,5,5,5,5,5,5,1,1,4,10,4,2
1073,6,1,4,8,4,8,4,8,3,3,11,1,4
1074,5,1,4,1,2,1,4,8,1,1,16,4,4
1075,6,5,5,5,5,5,5,1,1,1,11,3,4
1076,6,5,5,2,3,4,2,6,6,3,7,2,6
1077,4,8,8,8,8,8,8,-1,-1,-1,0,-1,-1
1078,4,5,5,5,5,5,5,6,1,1,9,2,3
1079,4,2,3,1,2,2,2,6,1,3,10,2,6
1080,5,5,5,5,5,5,5,5,5,2,15,2,6
1081,3,8,8,8,8,8,8,8,6,3,99,5,3
1082,3,3,3,3,3,8,3,4,3,4,4,3,3
1083,6,4,5,1,5,3,5,4,1,1,16,4,1
1084,4,4,5,4,5,4,5,5,1,1,20,4,5
1085,5,5,5,3,5,4,5,5,2,3,15,4,2
1086,5,4,4,8,2,2,4,6,1,1,20,4,1
1087,4,1,2,1,1,1,2,2,2,3,21,4,4
1088,6,5,5,5,5,5,5,6,2,1,16,3,4
1089,6,5,5,8,5,5,5,6,4,2,9,5,6
1090,-1,4,4,8,8,4,4,5,2,2,30,3,3
1091,5,3,4,3,5,4,4,5,2,2,16,4,2
1092,6,3,5,1,3,8,3,4,1,1,15,2,5
1093,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1094,6,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1
1095,4,4,5,8,2,2,5,6,4,2,15,3,4
1096,5,8,5,8,8,1,4,8,2,4,12,5,5
1097,3,4,5,8,3,2,8,5,1,2,11,3,1
1098,6,1,4,4,3,1,8,1,1,1,10,3,4
1099,2,4,5,8,4,2,5,6,1,2,16,4,2
1100,6,5,5,8,8,2,5,3,1,6,15,2,6
1101,4,5,5,8,5,4,5,6,3,3,10,-1,5
1102,4,5,5,2,5,1,2,4,6,4,8,4,6
1103,6,4,5,8,5,2,4,4,2,2,5,1,4
1104,5,4,5,5,5,5,5,4,5,4,20,2,4
1105,-1,5,5,5,5,5,5,1,1,4,44,2,3
1106,1,8,8,8,8,8,8,-1,1,1,56,5,4
1107,4,3,4,8,1,2,2,3,1,5,21,1,6
1108,4,4,5,8,3,8,8,5,1,1,17,2,6
1109,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4
1110,4,2,2,3,1,2,5,4,1,1,13,3,4
1111,6,5,5,5,5,5,5,5,5,5,16,2,5
1112,6,5,5,8,5,4,5,5,3,4,10,2,6
1113,4,5,5,5,5,5,5,6,1,3,14,3,6
1114,6,5,5,5,5,5,4,6,1,1,19,3,2
1115,4,4,2,3,3,3,3,1,4,5,32,3,5
1116,5,5,5,5,5,4,5,3,2,4,16,4,4
1118,4,2,2,8,2,2,2,2,1,2,20,4,3
1119,6,1,8,5,5,8,8,5,5,4,16,5,2
1120,-1,5,5,5,2,2,8,1,1,2,14,4,5
1121,4,5,5,1,4,4,4,6,2,2,13,3,2
1122,2,2,2,8,1,1,1,4,1,2,26,4,1
1123,5,2,5,8,2,1,8,2,1,5,24,5,4
1124,-1,5,5,5,5,5,5,3,-1,6,18,4,3
1125,3,3,3,3,3,3,3,4,4,4,-1,3,4
1126,6,5,5,5,5,5,-1,6,1,1,26,4,2
1127,3,8,8,8,8,8,8,-1,-1,1,-1,4,1
1128,6,5,5,5,5,5,2,5,5,5,14,1,6
1129,5,5,5,5,5,2,5,4,4,4,5,3,5
1130,-1,4,4,5,8,2,5,1,1,5,4,4,4
1131,1,2,2,1,1,1,1,2,4,4,7,1,1
1132,3,4,3,2,1,3,2,1,1,1,-1,2,2
1133,6,8,8,8,8,8,8,8,-1,1,-1,1,6
1134,1,2,5,2,5,2,5,1,1,3,18,2,3
1135,6,5,5,8,5,5,8,6,1,2,21,4,6
1136,5,5,5,2,2,2,4,4,3,5,24,3,3
1137,5,5,5,5,5,5,5,6,1,3,9,4,2
1138,6,5,5,5,5,5,5,6,2,3,16,2,-1
1139,-1,5,4,4,1,4,4,1,6,1,2,2,2
1140,4,4,5,8,5,5,5,5,1,3,21,2,1
1141,2,2,4,8,2,8,3,3,1,2,35,2,1
1142,5,5,5,5,5,2,8,5,2,4,7,4,2
1143,6,2,2,5,1,1,-1,1,1,4,40,2,6
1144,5,4,4,5,3,2,5,5,3,1,20,1,2
1145,6,5,5,5,5,5,5,6,1,1,77,3,6
1146,5,3,4,1,1,2,4,2,3,3,12,3,6
1147,6,5,2,2,1,1,4,6,4,6,10,2,5
1148,1,5,4,4,3,2,2,1,1,4,5,1,1
1149,5,3,3,1,3,1,4,4,1,3,7,4,4
1150,5,4,5,8,5,4,4,5,3,5,15,4,3
1151,4,5,4,4,2,5,5,6,5,3,18,4,6
1152,6,5,5,5,5,2,2,4,1,3,17,3,5
1153,6,5,5,2,2,4,4,3,3,5,12,4,4
1154,6,2,4,1,5,1,4,4,3,3,10,2,6
1155,-1,4,5,4,1,4,5,5,6,5,20,4,5
1156,6,5,5,4,4,5,5,5,1,1,19,2,2
1157,6,5,5,5,1,5,5,6,1,1,27,4,6
1158,6,4,5,8,5,4,4,6,4,4,16,3,6
1159,4,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
1160,3,1,2,1,1,2,2,6,1,5,16,-1,3
1161,6,8,8,8,8,8,8,-1,-1,1,-1,4,6
1162,5,5,5,8,5,4,5,5,1,1,18,5,1
1163,6,4,4,5,5,5,5,5,1,5,30,3,2
1164,6,4,5,8,4,2,3,5,4,5,16,1,4
1165,5,5,5,5,5,4,5,5,1,2,24,4,4
1166,4,8,8,8,8,8,8,-1,2,1,-1,3,2
1167,5,8,8,8,8,8,8,6,1,1,-1,2,3
1168,6,5,5,5,4,5,5,5,4,4,10,4,6
1169,5,2,4,3,5,4,4,2,1,1,13,4,6
1170,3,8,8,8,8,8,8,-1,1,1,-1,2,1
1171,6,5,5,5,5,5,5,6,6,3,13,3,6
1172,5,8,8,8,8,8,8,4,5,2,-1,3,6
1173,4,2,2,2,1,1,1,-1,-1,-1,-1,-1,-1
1174,6,-1,-1,-1,-1,-1,-1,8,-1,-1,99,1,6
1175,6,4,5,1,4,3,5,5,1,4,12,1,5
1176,4,5,5,5,5,5,5,4,3,4,19,2,4
1177,5,8,8,8,8,8,8,-1,-1,1,-1,2,5
1178,6,5,5,5,5,5,5,6,1,2,16,2,2
1179,5,4,5,8,5,2,5,5,5,3,13,4,6
1180,6,4,5,5,5,2,5,6,1,3,15,3,1
1181,6,8,5,8,5,4,5,1,1,1,4,2,3
1182,6,5,4,8,5,4,5,6,2,4,16,2,3
1183,4,5,4,5,3,1,8,3,2,3,24,4,4
1184,5,1,2,5,1,2,4,1,2,2,50,2,1
1185,6,5,5,5,5,4,4,5,4,3,17,4,2
1186,6,4,5,8,5,2,8,4,2,2,18,4,2
1187,6,1,5,8,5,2,5,1,1,3,10,4,1
1188,1,1,2,1,1,1,1,1,6,1,15,1,6
1189,5,5,5,8,8,5,8,-1,5,5,9,2,4
1190,4,8,5,8,8,4,4,-1,4,5,9,2,5
1191,6,2,5,3,3,4,3,4,2,2,14,3,2
1192,5,5,5,5,4,3,5,6,3,2,15,2,6
1193,-1,5,5,5,8,5,5,6,2,1,17,4,5
1194,6,5,5,5,5,5,5,4,2,5,13,4,6
1195,5,2,4,5,3,1,-1,6,1,1,45,4,4
1196,6,5,5,5,5,5,5,6,1,1,14,4,5
1197,5,4,5,4,8,-1,8,-1,3,1,-1,-1,5
1198,4,5,4,4,4,4,4,3,2,3,18,3,4
1199,3,8,8,8,8,8,8,-1,-1,-1,-1,-1,4
1200,4,1,4,1,1,1,1,2,1,2,21,2,6
1201,6,5,5,8,5,4,5,6,1,1,10,1,5
1202,6,4,5,8,4,4,5,5,5,6,15,4,6
1203,3,2,5,8,8,1,5,4,1,1,5,5,2
1204,6,5,5,5,5,5,5,6,6,2,-1,2,6
1205,-1,5,4,4,2,2,2,6,1,4,15,2,5
1206,5,4,5,1,4,1,5,6,1,2,12,2,5
1207,5,4,5,1,4,5,5,1,3,5,8,1,4
1208,5,4,5,8,5,8,5,6,1,1,14,2,5
1209,6,5,5,5,5,5,5,6,4,6,14,1,6
1210,5,3,5,1,1,2,5,6,4,3,14,1,4
1211,6,2,4,8,5,1,1,4,3,4,21,2,6
1212,6,4,3,1,2,5,5,2,6,6,28,2,6
1213,4,4,4,8,8,8,4,5,1,4,-1,2,5
1214,6,5,5,8,4,4,2,5,4,5,4,2,5
1215,5,5,5,8,5,5,5,6,2,4,23,2,5
1216,5,3,5,1,5,2,5,6,2,2,14,2,5
1217,6,5,5,8,8,4,5,5,2,4,18,2,6
1218,-1,2,5,8,5,2,2,6,2,3,16,2,1
1219,3,2,4,8,5,2,2,3,5,3,27,1,4
1220,5,5,4,8,5,2,5,6,5,3,18,4,5
1221,3,1,2,2,2,2,2,4,1,1,-1,2,5
1222,5,5,5,3,5,2,5,5,2,4,11,2,3
1223,5,4,4,3,3,4,3,3,3,6,15,1,5
1224,3,2,2,1,1,1,4,3,1,4,10,1,5
1225,6,5,5,5,4,5,5,6,2,2,15,2,6
1226,4,1,2,8,1,5,8,8,1,1,12,4,3
1227,4,4,4,1,4,4,4,4,4,5,21,4,5
1228,2,1,3,1,5,1,5,1,4,4,14,1,3
1229,4,2,5,1,3,1,4,4,4,3,14,3,3
1230,5,4,5,8,5,8,5,4,1,1,15,3,3
1231,-1,2,5,8,5,1,8,1,2,5,12,2,3
1232,-1,5,5,5,5,5,5,4,1,1,8,4,1
1233,5,4,3,8,1,2,2,6,4,4,20,4,5
1234,6,5,4,1,2,1,1,6,3,2,17,4,6
1235,6,4,5,8,4,4,5,3,3,4,13,3,2
1236,6,1,2,1,1,2,3,8,3,2,14,3,4
1237,6,4,2,8,2,8,2,6,2,4,19,4,5
1238,1,4,4,3,3,3,3,6,-1,2,20,3,1
1239,1,5,5,2,2,5,4,6,1,1,20,1,3
1240,6,1,4,1,2,8,5,8,1,4,17,1,1
1241,4,5,5,5,4,4,5,6,1,1,39,2,3
1242,4,5,5,3,4,2,4,2,2,4,19,4,2
1243,6,2,5,1,5,5,5,3,1,1,11,4,2
1244,6,2,3,1,4,4,4,5,1,1,10,4,5
1245,5,5,5,5,5,5,5,6,2,2,13,3,3
1246,-1,2,1,1,1,1,2,1,2,5,20,3,4
1247,6,5,4,8,3,8,5,5,1,2,13,4,1
1248,6,1,5,5,5,5,2,2,1,3,13,4,3
1249,6,5,5,8,4,2,3,4,1,3,20,4,3
1250,6,4,4,8,5,2,4,1,4,4,10,1,4
1251,6,5,4,8,2,4,8,3,1,1,18,5,1
1252,6,5,5,5,5,5,5,4,4,3,5,2,2
1253,-1,4,3,2,1,1,5,2,1,5,15,4,2
1254,2,2,4,1,4,1,4,4,1,4,13,4,2
1255,4,5,5,5,5,5,5,6,3,5,12,4,4
1256,6,4,5,8,4,2,5,5,1,4,10,4,3
1257,6,5,5,5,5,5,5,6,1,3,5,3,1
1258,6,5,5,5,5,5,5,6,2,2,13,3,2
1259,6,2,4,1,3,3,1,8,3,1,-1,1,5
1260,6,4,5,8,2,4,5,4,1,1,13,4,6
1261,-1,5,5,5,5,5,5,6,1,4,22,4,1
1262,4,5,5,5,5,5,5,6,1,2,19,4,2
1263,6,-1,-1,-1,-1,-1,-1,6,1,1,18,3,-1
1264,4,3,4,5,4,5,4,6,3,3,15,4,4
1265,4,5,5,5,5,5,5,6,1,1,22,3,1
1266,6,4,5,1,5,4,5,4,1,1,15,4,4
1267,5,5,5,5,5,5,5,6,1,1,19,4,1
1268,5,5,5,-1,4,4,5,4,5,4,16,3,5
1269,6,5,4,3,3,5,5,5,5,1,12,4,6
1270,6,5,5,8,5,1,5,5,1,1,12,5,1
1271,5,8,8,8,8,8,8,-1,-1,1,-1,5,5
1272,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1273,6,2,2,2,2,3,2,8,6,5,10,3,4
1274,6,5,4,2,2,2,5,3,4,4,10,4,3
1275,5,1,5,8,4,4,4,1,1,1,14,4,1
1276,6,5,5,5,5,5,5,1,3,4,17,4,5
1277,2,5,5,5,8,5,8,6,1,3,20,4,1
1278,6,5,5,8,5,5,5,6,1,2,19,2,3
1279,6,4,5,4,4,5,5,6,2,2,17,1,6
1280,5,5,5,5,5,4,5,6,1,1,17,4,2
1281,-1,2,5,1,4,2,2,5,4,1,4,2,2
1282,5,4,4,1,4,4,4,6,4,4,19,4,2
1283,5,5,5,8,5,4,5,6,1,3,17,4,4
1284,5,1,3,1,1,2,2,1,1,1,15,4,5
1285,5,8,8,8,8,8,8,8,1,1,-1,3,1
1286,5,5,4,1,4,4,5,5,2,1,21,4,2
1287,2,2,5,1,1,2,4,3,1,5,23,4,1
1288,5,5,4,8,3,3,4,6,1,6,40,5,1
1289,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,4,4
1290,5,5,5,4,2,2,4,6,3,3,17,2,3
1291,5,2,4,1,4,2,5,5,1,4,14,3,5
1292,6,5,5,8,5,5,5,6,1,1,7,5,2
1293,4,2,4,8,1,2,8,1,1,1,21,4,3
1294,6,4,4,1,4,2,5,3,3,5,13,3,4
1295,6,5,5,5,5,5,5,6,4,4,13,2,6
1296,6,2,4,1,2,1,4,3,4,5,18,3,6
1297,1,1,2,1,1,1,2,1,4,-1,9,2,1
1298,4,5,5,8,8,1,5,4,1,1,13,4,5
1299,6,5,5,5,5,4,5,6,2,2,9,4,6
1300,6,5,5,8,5,5,5,6,1,1,34,4,3
1301,4,5,4,1,5,1,4,5,3,3,19,2,3
1302,6,4,5,4,4,4,1,4,4,4,12,4,6
1303,4,5,5,8,5,5,5,5,3,3,18,3,3
1304,4,4,4,8,5,2,4,5,1,2,14,4,4
1305,6,2,4,8,3,3,4,6,1,3,13,3,2
1306,5,8,8,8,8,8,8,-1,1,1,99,3,5
1307,4,4,5,8,2,8,1,6,1,1,26,4,2
1308,6,4,5,5,5,5,5,6,1,1,21,4,3
1309,4,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1
1310,5,5,4,1,2,1,1,6,1,2,40,2,6
1311,4,4,3,8,8,8,4,4,1,4,18,4,3
1312,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1313,6,5,5,5,5,3,5,6,1,4,12,4,6
1314,5,5,5,8,5,5,5,6,1,1,6,4,4
1315,2,1,2,8,1,1,1,8,1,1,21,2,1
1316,5,4,5,1,5,4,3,5,3,3,16,4,2
1317,5,5,5,5,5,5,5,6,3,5,20,2,5
1318,-1,5,5,5,5,5,5,2,2,4,12,3,1
1319,6,5,5,5,5,8,5,6,4,3,13,2,5
1320,6,5,5,5,5,5,5,4,5,4,27,4,5
1321,2,2,4,8,2,1,2,1,1,5,19,4,3
1322,6,1,1,1,1,1,1,6,1,1,8,2,6
1323,5,5,5,5,5,5,5,6,2,2,8,4,4
1324,6,1,4,8,8,1,5,8,1,1,15,4,1
1325,4,4,5,8,8,8,5,6,1,1,14,3,4
1326,3,2,2,1,2,2,2,2,1,2,13,2,2
1327,5,2,4,3,8,2,4,2,2,2,14,4,2
1328,5,2,5,1,5,1,5,1,1,4,13,2,1
1329,6,5,5,5,5,5,5,4,1,4,25,4,2
1330,3,2,5,8,4,2,5,3,-1,6,5,2,3
1331,6,2,4,3,2,1,3,2,2,1,20,4,2
1332,3,5,5,8,5,5,5,6,1,1,12,4,4
1333,5,4,5,2,4,1,4,5,1,1,14,3,4
1334,6,4,5,5,3,2,8,4,1,1,-1,-1,-1
1335,6,2,3,8,1,2,2,4,1,1,13,4,6
1336,6,4,4,8,1,4,4,6,1,1,16,4,-1
1337,3,1,2,1,2,2,2,8,1,1,2,4,1
1338,6,5,4,2,4,3,3,6,1,-1,12,5,6
1339,4,5,5,3,5,1,5,3,1,1,15,3,3
1340,4,2,5,1,5,5,5,6,3,3,21,2,1
1341,6,1,2,1,1,1,1,1,2,2,16,4,6
1342,6,5,5,8,5,5,5,6,2,2,15,4,1
1343,5,5,5,5,8,8,5,1,1,3,24,4,2
1344,6,4,5,8,4,3,2,4,6,6,5,2,5
1345,6,5,5,8,5,5,4,6,2,1,-1,4,3
1346,1,4,4,8,3,8,4,6,1,1,14,2,2
1347,4,5,5,5,5,5,5,6,4,3,14,4,-1
1348,5,4,4,8,3,3,4,4,5,4,12,3,3
1349,6,4,3,5,8,2,2,6,1,1,63,4,1
1350,5,4,4,1,4,2,5,3,1,6,10,2,2
1351,4,5,5,5,5,5,5,1,1,4,14,4,1
1352,6,2,4,1,3,1,5,2,1,4,15,4,5
1353,-1,5,5,5,5,5,5,6,1,4,11,4,2
1354,2,5,5,5,5,5,5,6,3,3,14,3,3
1355,6,4,5,8,4,4,5,-1,1,3,14,2,1
1356,6,5,5,5,5,5,5,6,1,1,15,4,2
1357,6,8,5,5,5,5,5,-1,1,1,12,3,3
1358,1,5,5,8,8,1,5,5,4,4,23,4,1
1359,5,4,3,1,3,4,3,6,1,1,14,5,6
1360,4,3,4,8,8,2,4,3,-1,-1,10,4,3
1361,-1,5,5,4,3,2,3,6,1,4,12,4,3
1362,5,1,2,1,1,1,1,1,1,1,16,2,5
1363,4,5,5,8,4,4,5,6,1,4,30,4,3
1364,4,5,4,5,5,4,4,5,1,4,14,4,2
1365,3,5,5,5,5,5,5,6,-1,-1,15,5,-1
1366,5,5,5,8,5,5,5,6,1,6,8,4,1
1367,-1,4,5,8,4,4,5,4,1,3,13,4,3
1368,6,5,5,8,5,5,5,6,1,1,22,3,6
1369,4,5,5,5,5,5,5,5,4,1,15,3,1
1370,2,5,5,5,5,5,5,3,1,4,7,2,1
1371,4,8,8,8,8,8,8,1,4,1,-1,3,1
1372,5,5,5,5,4,5,4,6,1,1,11,4,1
1374,5,4,5,8,5,4,4,6,1,2,15,3,2
1375,6,2,5,1,2,3,5,3,1,4,15,3,5
1376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1377,6,5,4,4,4,4,4,4,2,5,14,3,3
1378,6,5,5,1,1,4,5,6,2,2,12,5,6
1379,4,8,8,8,8,8,8,5,5,3,-1,4,4
1380,6,5,5,5,5,5,5,1,4,3,15,4,2
1381,5,4,4,4,4,4,4,6,4,4,20,2,4
1382,6,5,5,5,5,5,5,5,2,4,8,4,4
1383,6,5,5,5,5,5,5,6,3,5,10,3,6
1384,6,8,8,8,8,8,8,6,1,1,0,2,3
1385,3,5,5,5,5,5,5,1,1,3,11,4,2
1386,4,4,4,8,4,8,5,6,1,1,10,4,1
1387,4,5,4,8,8,3,8,5,4,2,17,2,2
1388,6,4,5,8,5,2,4,5,1,4,17,3,6
1389,6,8,8,8,8,8,8,6,1,1,14,4,1
1390,4,5,5,4,4,3,4,6,3,3,12,2,2
1391,4,4,4,2,2,2,5,5,2,2,46,4,1
1392,3,4,4,8,2,2,5,4,1,3,35,2,1
1393,5,4,5,8,5,2,4,2,2,5,15,2,1
1394,5,1,2,1,1,1,1,8,1,3,16,4,4
1395,6,5,5,5,5,5,5,5,4,3,15,4,2
1396,4,2,4,1,8,-1,5,5,1,2,14,4,1
1397,-1,2,2,4,2,1,2,5,1,1,40,4,6
1398,6,4,5,1,5,5,5,6,1,1,7,2,2
1399,4,5,5,8,2,2,2,6,1,5,17,3,1
1400,-1,2,5,8,5,2,3,1,6,5,18,1,6
1401,4,3,4,1,5,2,2,4,1,1,14,2,1
1402,5,2,2,1,1,1,2,4,1,1,15,2,6
1403,5,2,2,1,1,1,2,5,6,6,12,2,5
1404,2,4,4,1,4,4,4,1,1,1,14,4,1
1405,3,1,2,1,1,1,2,2,1,1,14,1,2
1406,4,1,4,1,5,-1,4,8,1,5,6,2,1
1407,4,4,1,3,1,2,2,2,3,2,6,3,2
1408,6,5,5,5,8,5,5,6,2,5,4,2,6
1409,3,5,4,8,2,1,3,6,2,3,21,2,1
1410,6,8,8,8,8,8,8,5,1,1,-1,4,3
1411,5,5,5,5,5,5,5,6,3,4,8,3,1
1412,6,5,5,2,5,2,2,6,2,3,15,4,3
1413,-1,5,5,5,5,2,3,6,1,3,25,4,1
1414,6,5,5,5,5,5,5,2,1,6,16,4,6
1415,4,5,4,2,1,2,4,6,1,1,18,2,3
1416,6,5,5,5,5,5,5,6,1,2,25,3,2
1417,3,2,5,1,1,2,5,3,1,1,-1,2,1
1418,6,3,5,1,5,5,5,6,3,2,8,2,4
1419,5,4,5,5,1,2,4,5,4,4,4,2,3
1420,6,2,5,8,2,5,5,6,1,1,20,-1,-1
1421,6,5,5,1,2,2,3,2,4,4,10,2,3
1422,4,5,5,8,4,2,3,1,4,4,9,3,3
1423,6,1,1,1,1,1,1,8,2,1,19,2,6
1424,6,4,5,8,4,5,5,3,3,1,21,-1,2
1425,-1,5,5,5,5,5,5,6,2,2,22,5,6
1426,6,4,5,2,5,1,5,4,3,5,14,4,6
1427,6,2,2,1,5,1,2,2,4,5,17,3,6
1428,6,5,5,5,5,5,5,3,1,4,19,2,4
1429,1,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1
1430,6,4,5,1,2,1,5,3,1,5,26,4,5
1431,5,5,5,8,8,1,1,5,5,3,17,4,6
1432,3,1,2,1,1,1,4,1,1,6,5,2,1
1434,5,2,4,1,5,2,5,2,3,5,12,2,4
1435,6,5,5,5,5,5,5,5,1,1,11,4,6
1436,4,8,8,8,8,8,8,1,3,1,12,4,6
1437,6,5,5,5,5,5,5,6,1,1,14,2,1
1438,6,5,5,5,2,1,1,1,1,1,15,4,1
1439,6,5,5,4,5,5,5,5,2,3,18,2,6
1440,5,5,5,5,5,5,5,6,3,3,12,4,-1
1441,4,4,4,8,1,2,3,6,2,4,25,2,2
1442,5,4,5,1,4,3,5,4,2,4,14,2,2
1443,5,5,5,5,5,5,5,5,4,4,-1,4,3
1444,5,4,5,1,1,1,4,5,2,4,18,3,4
1445,6,2,5,1,4,4,3,4,1,1,10,3,5
1446,5,8,8,8,8,8,8,-1,1,1,-1,3,1
1447,-1,5,5,2,5,2,8,5,1,4,25,4,1
1448,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1
1449,4,1,5,1,5,3,3,1,4,3,-1,3,3
1450,6,5,5,5,5,8,4,4,1,1,8,3,6
1451,1,5,5,5,5,5,5,6,2,1,14,4,4
1452,5,4,5,1,5,2,5,4,1,1,16,2,-1
1453,6,4,4,1,3,2,1,6,4,3,40,4,6
1454,5,5,5,5,5,4,8,5,2,4,21,2,6
1455,4,5,5,5,5,5,5,6,1,3,17,3,1
1456,5,5,4,1,4,2,5,4,1,1,18,3,6
1457,3,5,5,5,5,5,5,6,1,1,15,2,4
1458,6,5,5,5,5,5,5,5,5,4,18,2,6
1459,6,5,5,5,5,5,5,6,2,2,7,4,4
1460,5,2,5,5,5,3,3,2,1,1,17,4,3
1461,-1,5,5,8,5,5,5,5,-1,-1,23,2,3
