,q1a,q1b,q1c,q2b,q3b,q4a,q4b,q4c,q4d,q5a,q5b,q5c,q6a,q6b,q6c,q7a,q7b,q7c,q7d,q7e,q7f,q8a,q8b,q8c,q8d,q8e,q8f,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f
2655,4,7,7,1,-1,1,1,-1,1,2,2,2,2,4,2,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1
2656,1,7,7,3,1,1,1,1,4,6,3,5,1,2,3,2,2,2,8,8,1,1,1,1,6,1,2,2,4,4,4,4,2,1,1,1,6,1,1
2657,1,5,3,3,1,1,2,1,6,6,4,6,1,5,2,1,2,2,1,1,1,2,3,6,6,1,1,2,2,6,6,1,1,2,2,6,6,1,1
2658,1,2,1,3,2,-1,4,1,5,4,3,5,4,5,6,1,2,2,1,2,2,2,3,5,6,2,2,1,3,4,6,2,2,1,1,1,6,1,1
2659,2,3,1,2,2,1,4,1,5,6,2,5,5,5,4,1,2,2,1,1,2,1,2,1,4,1,1,1,2,4,4,1,1,1,2,1,1,1,1
2660,1,2,1,2,2,1,6,1,6,6,1,6,6,5,6,1,1,2,8,8,1,2,2,6,6,2,2,1,1,1,3,1,2,2,3,6,6,2,2
2662,1,1,1,3,1,1,1,1,6,6,1,6,1,1,1,8,8,2,8,8,2,3,1,3,6,1,1,1,1,4,6,1,1,1,1,1,1,2,1
2663,1,3,6,2,1,1,1,1,6,6,4,6,2,5,5,1,1,2,1,1,3,6,6,6,6,1,4,6,5,6,6,1,5,4,2,6,6,1,2
2664,1,3,2,2,2,1,1,1,6,6,2,6,1,6,3,2,2,2,1,1,2,1,3,5,4,1,3,1,3,4,5,1,3,1,2,2,1,1,2
2665,3,2,1,3,2,1,1,1,1,6,1,5,6,6,6,1,2,2,1,1,2,3,-1,-1,6,5,5,3,3,6,6,6,6,4,3,3,3,4,3
2666,1,7,7,2,2,1,1,0,1,6,4,6,3,3,6,1,1,1,1,1,2,2,1,3,6,3,1,2,3,5,6,3,1,1,2,3,6,2,1
2667,4,4,2,2,3,-1,2,1,6,5,3,5,2,5,3,1,2,1,1,3,2,1,4,5,6,1,1,1,4,5,5,1,1,1,4,2,1,1,1
2668,1,5,4,2,3,-1,6,1,6,6,3,6,4,6,6,2,2,2,2,2,2,1,5,5,6,5,1,1,6,5,6,5,1,1,5,5,6,5,1
2669,5,3,3,3,2,1,1,1,4,6,5,6,1,3,3,-1,2,2,-1,-1,2,1,1,3,6,1,2,1,2,1,5,1,1,1,2,2,5,1,1
2670,1,2,2,2,2,1,1,1,6,-1,1,6,6,6,6,1,1,1,1,1,1,6,6,6,6,6,4,6,6,6,6,6,4,6,6,6,6,6,4
2671,3,1,1,1,1,1,1,-1,6,5,1,4,3,3,3,1,1,2,1,1,1,1,3,3,5,1,1,2,5,6,6,1,1,1,2,2,5,2,1
2672,2,2,2,2,2,1,3,1,4,6,4,4,3,4,5,1,2,1,1,1,2,4,4,5,6,2,2,1,1,4,1,1,1,2,3,4,1,1,2
2673,5,4,3,3,1,1,6,1,6,6,4,6,5,6,6,1,1,2,2,1,2,1,4,6,6,1,4,1,1,1,6,1,1,1,2,2,6,1,1
2674,3,2,2,3,2,1,2,1,5,6,2,6,3,3,4,1,2,2,2,1,1,3,3,6,6,1,2,2,3,5,6,1,2,2,3,5,6,1,2
2675,1,5,5,1,2,1,2,1,6,6,6,6,4,6,6,1,1,2,1,1,1,2,3,6,6,2,1,2,3,6,6,2,1,2,2,6,6,2,1
2676,3,-1,-1,2,2,1,1,1,5,6,5,6,1,5,4,1,1,1,1,1,1,2,3,4,5,4,2,2,4,5,5,1,2,1,2,4,5,1,2
2677,1,3,3,2,3,1,3,1,6,6,3,5,2,3,2,2,1,2,8,1,2,1,4,3,6,4,1,1,4,3,6,4,1,1,4,2,5,4,1
2678,6,3,2,3,2,1,6,1,6,6,6,6,6,6,6,2,3,2,2,2,3,6,6,5,6,6,5,6,6,5,5,5,5,6,6,5,5,5,5
2679,6,2,6,2,2,1,1,1,2,5,2,5,4,3,4,1,1,1,1,1,2,2,3,5,6,4,3,2,2,2,5,3,2,2,3,2,6,2,2
2680,4,1,4,1,1,1,1,1,3,5,2,6,3,3,3,1,1,1,1,1,1,1,6,6,6,2,2,1,5,6,6,1,1,1,3,6,6,1,1
2681,2,6,6,2,-1,1,6,1,6,5,5,5,1,3,2,1,1,1,1,1,1,4,4,6,6,6,4,3,3,3,4,1,1,3,3,3,3,3,1
2682,4,2,1,3,1,1,3,1,6,6,4,6,6,5,6,1,8,1,8,1,1,5,6,6,3,5,4,2,5,4,3,2,3,4,5,5,6,1,4
2683,2,1,2,1,1,1,3,1,6,6,6,6,6,6,6,1,1,1,1,1,2,1,2,6,6,2,5,2,2,6,6,6,6,1,2,6,6,1,6
2684,1,1,1,1,1,1,2,1,3,6,5,6,4,3,6,1,1,1,1,1,1,4,5,6,6,3,5,3,2,4,1,3,2,1,2,2,1,1,1
2685,3,2,4,2,1,1,1,1,6,4,4,3,3,3,3,1,1,1,1,1,2,3,2,6,6,2,2,2,2,1,-1,1,2,2,2,5,5,1,1
2686,1,2,2,1,1,1,1,1,2,6,1,6,3,1,4,1,1,1,1,1,1,2,5,6,6,2,4,1,2,4,4,1,2,1,1,1,1,1,1
2687,3,2,2,4,-1,1,1,1,3,6,3,6,3,3,5,1,1,1,-1,1,1,2,3,3,1,-1,-1,2,2,2,1,3,6,2,2,2,1,3,4
2688,2,1,3,1,1,1,6,1,6,6,6,6,4,5,5,1,1,1,1,1,1,3,3,4,2,3,5,4,3,4,2,5,4,3,3,4,2,4,4
2689,2,1,2,1,1,1,1,1,1,6,1,6,1,1,3,1,1,1,1,1,3,1,1,1,6,1,1,1,-1,6,6,3,1,2,6,6,2,1,2
2690,6,6,4,2,2,1,1,1,5,6,2,5,6,6,6,2,2,2,1,1,1,1,5,6,6,6,4,2,5,5,6,5,4,4,5,5,6,4,4
2691,6,4,3,-1,1,1,1,1,6,6,4,6,1,6,4,1,1,2,2,1,1,2,-1,4,4,4,2,2,4,6,6,4,2,2,6,6,6,3,2
2692,4,4,3,2,1,1,1,-1,6,6,3,5,3,4,5,1,8,8,8,8,1,1,5,5,5,1,1,2,5,5,3,1,1,2,5,5,3,1,1
2693,4,1,4,2,1,-1,4,1,5,6,5,5,4,4,6,1,1,1,1,1,1,2,4,6,6,3,4,2,3,5,5,1,2,2,2,5,5,1,2
2694,3,6,6,1,1,-1,1,1,4,6,6,6,1,6,1,1,1,1,1,1,1,1,1,6,6,1,1,1,2,5,6,1,1,1,2,5,6,1,1
2695,1,5,4,1,2,1,1,1,6,6,4,6,3,5,5,1,2,1,2,1,2,1,2,4,5,5,2,2,4,5,6,5,3,1,2,4,5,5,2
2696,6,6,6,2,1,1,4,1,6,4,3,6,4,6,6,2,2,2,2,2,1,1,4,6,6,3,2,1,3,3,2,1,1,1,2,1,1,1,1
2697,2,1,2,1,2,1,3,1,3,6,1,5,3,3,4,1,1,2,2,1,2,2,4,5,6,3,2,2,4,4,2,2,2,2,4,4,1,1,1
2698,6,1,1,1,1,1,2,1,6,4,2,4,5,2,3,1,1,2,2,1,2,3,3,6,6,3,3,4,4,6,6,3,3,4,4,6,6,2,3
2699,2,2,3,2,2,1,1,1,6,6,4,5,4,5,5,1,1,2,2,1,1,2,2,4,5,2,2,2,3,5,5,2,2,2,2,3,5,2,2
2700,2,7,7,1,1,1,1,1,1,5,3,4,1,4,6,1,1,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2702,1,1,5,2,2,1,6,1,6,5,1,5,1,5,3,1,1,1,1,1,1,2,2,4,6,1,1,2,1,4,1,1,1,2,1,4,1,1,1
2703,1,2,6,2,1,1,1,1,2,5,2,6,5,5,5,1,1,1,1,1,2,2,3,4,4,3,2,2,2,2,2,2,2,2,2,1,3,2,2
2704,6,2,2,1,2,1,6,1,6,6,6,6,2,6,3,1,1,1,1,1,1,2,2,5,6,1,2,2,2,5,6,1,2,2,2,5,6,1,1
2705,6,2,4,3,2,1,1,1,1,5,3,5,5,3,5,2,2,2,2,2,2,1,3,4,6,3,2,1,3,4,6,3,2,1,3,4,6,3,1
2706,4,2,2,1,4,1,4,1,6,6,4,5,5,5,2,1,1,1,1,1,1,3,3,6,6,1,3,2,2,6,6,1,4,3,3,6,6,1,2
2707,5,2,2,2,2,1,1,1,6,5,2,6,2,5,6,1,1,2,1,1,1,2,4,6,6,4,2,2,4,6,5,6,2,2,2,4,6,3,2
2708,6,1,2,1,2,-1,2,1,2,6,1,6,4,5,5,1,1,1,1,1,3,2,3,5,5,2,2,2,3,2,5,2,2,2,3,4,5,2,2
2709,6,4,3,2,2,1,6,1,6,6,4,6,4,4,3,8,8,1,8,8,1,2,6,5,6,1,4,1,6,6,6,1,3,3,6,6,6,-1,1
2710,6,3,2,4,1,1,2,1,6,6,1,4,6,3,4,2,2,2,2,2,2,1,5,4,4,1,1,1,5,2,4,1,1,1,5,4,4,1,1
2711,6,4,3,2,1,1,2,1,6,6,5,6,6,1,3,1,1,1,1,1,2,2,5,5,6,6,2,2,5,6,3,3,2,2,4,6,5,2,3
2712,4,1,1,2,1,1,1,1,2,4,4,4,2,6,3,1,1,2,1,1,2,2,3,6,6,2,2,2,2,6,6,2,2,2,2,6,6,1,1
2713,3,1,5,1,1,1,1,1,1,3,3,3,2,3,3,1,1,1,1,1,1,4,6,5,1,1,5,2,4,5,1,1,2,2,6,4,1,1,3
2714,5,1,2,2,1,1,1,1,5,4,4,4,4,5,6,1,1,1,1,1,2,2,3,6,4,4,3,2,3,2,1,2,2,2,2,2,1,1,2
2715,1,1,1,3,2,1,4,1,5,5,5,5,6,6,6,2,2,2,1,2,2,2,3,4,4,1,3,1,1,1,2,1,1,1,1,2,1,1,1
2716,1,4,1,1,2,-1,3,1,6,6,6,6,5,6,6,1,1,1,1,2,1,5,3,5,6,5,5,5,5,4,4,5,4,5,5,5,5,5,5
2717,1,3,1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2718,6,6,6,1,1,1,6,1,6,6,6,6,1,1,6,1,1,1,1,1,1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2719,6,1,2,3,3,1,1,1,3,3,3,5,3,-1,-1,2,2,2,2,2,2,1,4,-1,1,4,3,1,4,5,6,6,2,2,3,6,6,-1,2
2720,4,3,2,2,2,1,2,1,6,6,4,6,2,4,6,1,1,1,1,1,1,2,4,5,6,3,2,3,3,4,5,4,2,2,2,2,2,2,2
2721,6,1,4,2,3,1,6,1,6,6,6,6,6,6,6,2,8,2,2,2,2,3,6,6,6,4,6,2,2,6,6,6,6,2,2,6,6,6,2
2722,6,3,5,3,2,1,1,1,6,6,6,6,5,5,5,1,1,2,-1,-1,2,3,6,6,6,1,4,2,5,6,6,4,2,1,4,6,6,1,2
2723,6,2,2,3,1,1,6,1,6,2,2,3,5,6,5,2,2,2,2,2,2,2,3,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1
2724,5,2,1,1,1,1,2,0,1,3,2,3,5,3,5,1,1,1,1,1,3,1,1,4,1,1,1,1,4,4,3,1,1,2,5,5,5,1,2
2725,6,3,4,4,4,1,1,1,6,6,2,4,6,6,6,2,2,2,2,2,2,1,2,6,1,1,3,1,2,6,1,1,3,1,2,6,1,1,2
2726,1,5,3,1,2,1,1,1,3,6,6,6,4,4,4,1,1,1,1,1,1,1,3,6,6,1,2,1,2,5,6,1,2,1,2,5,3,1,2
2727,3,2,2,-1,2,-1,4,1,5,6,3,2,5,3,5,1,1,1,1,1,1,2,4,5,4,1,4,2,4,5,5,4,1,2,5,5,5,4,2
2728,1,1,1,3,1,1,1,1,6,3,2,3,4,4,5,1,1,2,1,1,2,2,5,6,6,3,2,2,3,4,5,1,2,2,3,5,6,3,2
2729,1,1,1,-1,-1,1,1,1,3,6,2,5,2,3,4,1,1,1,1,1,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,1,1,1,1
2730,2,2,2,3,2,1,2,1,6,6,3,5,3,4,4,1,1,1,1,1,1,2,2,2,2,3,2,2,4,5,6,5,5,1,1,1,1,3,1
2731,3,3,6,1,3,1,1,0,1,6,6,4,3,2,2,1,1,1,1,1,1,1,2,3,5,4,1,1,4,5,5,1,1,1,4,4,5,1,1
2732,6,1,1,2,2,1,1,1,6,3,2,4,6,6,6,1,1,1,1,1,1,1,2,5,1,2,4,2,2,4,1,2,4,2,2,4,1,2,4
2733,5,2,3,2,2,1,3,1,6,4,2,3,2,5,5,8,2,2,3,3,3,2,5,5,6,4,2,2,5,5,6,4,2,2,5,5,6,4,2
2734,2,4,4,1,2,1,3,1,4,6,6,6,4,5,5,8,8,1,8,8,1,2,3,4,5,3,5,2,3,4,5,3,5,2,3,4,5,3,5
2735,2,6,6,3,3,1,-1,1,6,6,5,6,5,5,4,1,1,2,2,2,2,2,4,5,6,1,1,-1,-1,-1,6,2,2,-1,-1,-1,-1,-1,-1
2736,6,2,3,4,-1,1,1,1,6,3,3,4,6,6,6,2,2,2,2,2,2,2,3,2,6,3,5,1,1,1,1,1,1,2,3,4,6,1,4
2738,6,6,4,2,2,1,6,1,6,6,6,5,6,6,6,1,1,2,1,1,1,4,4,6,6,6,5,4,4,6,6,6,5,3,3,6,6,6,5
2739,1,7,7,1,1,1,2,1,5,6,6,6,1,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,6,1,1
2740,3,2,1,1,1,1,5,1,6,6,5,6,6,6,6,1,1,1,1,1,1,4,5,6,6,6,3,2,2,2,2,2,2,3,3,3,3,3,3
2741,2,2,5,2,2,1,1,1,6,6,5,6,5,5,6,1,1,1,1,1,1,3,5,4,6,2,5,-1,5,4,6,2,1,-1,-1,-1,-1,-1,-1
2742,4,5,2,3,3,1,4,1,5,5,2,4,4,6,5,1,1,2,1,1,3,6,6,6,6,6,1,6,6,6,6,6,1,6,6,5,6,3,1
2743,3,2,6,2,1,1,3,1,3,6,6,6,3,4,3,1,1,1,1,1,1,2,4,4,6,4,3,5,6,6,6,5,5,3,2,4,4,4,5
2744,6,2,1,4,4,1,1,1,4,4,4,5,6,4,6,2,2,1,2,2,1,2,5,6,6,1,2,1,5,6,6,1,2,1,5,6,6,1,2
2745,2,2,2,3,3,1,1,1,1,6,6,6,6,6,6,-1,-1,-1,-1,-1,-1,2,5,5,6,2,2,2,5,5,6,2,2,2,5,5,6,2,2
2746,6,6,6,3,2,1,6,1,6,6,3,4,6,6,6,1,2,1,1,1,1,4,6,6,6,1,-1,4,6,6,6,2,4,4,4,4,4,4,4
2747,4,7,7,2,1,1,1,1,1,3,2,6,4,1,6,-1,-1,-1,-1,-1,-1,6,6,6,6,5,6,6,6,6,6,6,6,1,1,1,1,1,1
2748,1,2,6,1,-1,1,6,1,6,4,1,6,4,5,5,1,1,1,1,1,1,2,2,2,4,1,2,2,2,2,2,1,2,2,2,2,2,1,2
2749,6,5,2,4,2,1,1,1,6,6,6,6,4,4,4,1,2,1,1,1,1,1,5,5,5,1,1,1,6,6,6,6,6,1,6,6,6,6,1
2750,2,1,1,3,2,1,5,1,5,6,1,5,6,6,6,1,1,1,2,2,1,3,3,5,6,5,3,3,3,5,6,5,3,3,2,5,6,4,3
2751,3,6,5,3,4,1,2,1,6,6,4,6,4,6,5,1,1,1,2,2,2,4,4,5,6,4,4,2,2,2,2,2,2,1,3,2,2,2,2
2752,6,4,6,3,3,1,6,1,6,6,6,6,6,6,6,2,2,2,2,2,2,6,5,4,6,3,5,4,4,5,6,6,5,6,5,3,-1,6,6
2753,4,1,1,1,1,1,6,1,6,6,6,6,3,6,4,-1,-1,-1,-1,-1,-1,2,6,4,5,4,2,2,5,1,4,1,1,2,5,1,4,1,1
2754,6,6,6,1,1,1,6,1,5,3,2,2,3,3,4,1,1,1,1,1,1,4,4,4,6,4,5,2,2,3,3,2,4,2,2,3,3,3,3
2755,6,6,6,1,2,1,6,1,6,5,3,6,2,6,6,2,2,2,1,1,1,2,2,5,6,1,2,1,2,3,3,1,2,2,1,2,2,1,2
2756,6,2,2,2,1,1,6,1,6,6,1,6,6,6,6,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2757,2,3,2,1,1,1,1,1,2,6,3,6,1,6,4,1,2,1,2,1,2,2,3,-1,5,4,2,1,3,1,1,1,1,1,3,1,1,1,2
2758,3,2,1,2,2,1,1,1,4,6,5,6,6,3,5,1,-1,2,2,1,3,2,5,3,6,3,3,4,6,6,6,6,4,2,5,3,6,3,3
2759,3,3,3,1,1,1,5,1,5,6,5,3,1,1,3,1,1,1,1,1,1,2,3,4,5,1,2,3,6,6,6,5,3,6,6,6,6,6,4
2760,2,3,1,1,1,-1,2,1,6,6,3,6,4,6,4,1,1,2,1,2,2,2,4,2,6,2,4,2,5,4,6,2,4,2,4,4,6,2,4
2761,6,3,2,2,1,1,2,1,5,5,4,6,3,2,4,1,1,2,1,1,2,3,4,5,6,4,2,3,2,5,5,2,2,3,3,2,5,2,2
2762,5,2,6,1,1,1,6,1,6,6,6,6,2,6,6,1,1,1,1,1,1,2,5,6,6,2,3,5,5,6,6,2,2,3,5,-1,6,2,2
2763,6,6,2,2,2,1,4,1,4,6,6,6,5,6,5,1,2,-1,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,6,6,4,2
2764,1,1,4,2,1,1,1,1,6,6,6,6,4,6,6,1,1,1,1,1,1,1,5,1,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1
2765,3,1,2,2,2,1,2,1,3,5,2,3,6,6,6,1,1,2,1,2,2,4,6,6,6,5,4,4,5,6,6,6,5,4,4,5,6,4,3
2766,2,3,2,1,2,1,6,1,4,4,2,4,3,3,3,1,1,1,1,8,1,2,2,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1
2767,6,1,6,4,4,1,6,1,6,1,1,3,1,3,1,2,2,2,2,2,1,2,1,6,6,3,4,2,2,6,6,3,4,2,1,6,6,3,4
2768,3,4,3,3,3,1,3,1,6,6,3,2,2,2,2,2,2,3,-1,3,2,4,4,6,5,4,2,3,3,6,5,4,2,2,3,3,3,4,4
2769,4,5,2,1,2,1,1,1,5,6,4,6,4,6,6,1,1,2,8,1,1,4,5,6,6,1,5,3,2,2,6,1,4,2,4,4,6,1,3
2770,1,1,3,-1,-1,1,1,1,2,-1,1,4,3,5,5,1,2,2,1,2,2,2,3,4,6,2,2,1,2,2,3,2,2,1,2,2,3,1,1
2771,6,2,6,2,3,1,4,1,6,6,3,5,5,6,6,1,2,2,2,1,2,5,6,6,6,5,4,6,6,6,6,6,6,6,6,6,6,6,6
2772,1,1,4,3,3,1,6,1,6,4,1,5,5,4,6,2,2,2,8,2,2,3,3,4,6,6,1,3,3,3,6,-1,1,3,3,3,6,6,1
2773,6,4,6,3,1,1,6,1,6,5,4,4,4,5,5,2,2,1,1,3,3,2,4,6,6,3,4,2,4,6,6,2,3,2,4,6,5,4,4
2774,4,4,3,3,3,1,6,1,6,6,4,4,4,4,4,2,2,2,2,2,2,2,6,5,6,4,2,1,6,5,6,4,2,3,6,5,6,4,1
2775,1,2,2,2,2,0,1,1,2,2,2,3,4,2,2,2,2,1,2,1,1,5,6,6,6,4,2,5,5,5,5,5,5,5,5,5,5,5,5
2776,4,2,1,2,3,1,6,1,6,3,3,3,3,3,3,1,1,2,1,1,1,2,3,6,6,5,3,2,2,2,6,2,2,2,3,2,5,2,2
2777,4,3,2,3,3,1,4,1,5,3,3,3,3,4,3,2,2,2,3,2,2,2,3,2,3,4,2,2,3,2,2,2,2,2,3,3,2,3,2
2778,1,7,1,-1,-1,1,4,1,6,6,3,6,1,2,2,-1,-1,-1,-1,-1,-1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2779,2,2,2,3,3,1,6,1,6,6,3,6,6,6,6,1,1,2,2,2,2,2,3,5,6,4,2,1,1,2,2,2,1,1,2,2,2,2,2
2780,3,6,6,-1,-1,1,3,1,6,3,3,6,4,4,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,3,2,2,2,3,2,3
2781,2,1,2,2,2,1,5,1,5,6,5,5,2,3,4,1,1,1,1,1,2,3,3,6,6,1,4,3,3,6,6,1,3,2,2,3,3,1,3
2782,1,4,2,1,1,1,3,1,6,6,6,6,2,6,6,1,1,2,1,1,1,3,4,4,6,1,3,1,1,1,1,1,1,1,1,1,1,1,1
2783,1,6,4,1,1,1,2,1,6,6,1,6,1,1,6,1,1,1,1,1,1,4,4,6,-1,1,2,4,4,6,6,1,2,1,2,6,6,1,2
2784,6,2,2,2,4,0,1,1,5,4,4,4,5,4,5,1,1,2,1,1,2,2,4,6,6,1,2,2,2,6,6,1,2,2,2,6,6,1,2
2785,3,6,4,-1,-1,1,3,1,5,4,2,3,3,4,3,1,2,2,1,1,8,1,4,5,6,4,2,1,4,5,6,4,2,-1,-1,-1,-1,-1,-1
2786,2,6,6,3,-1,1,2,1,6,4,3,5,3,4,6,2,2,2,2,2,2,1,3,4,6,1,3,1,5,2,6,5,2,1,5,6,6,2,2
2787,2,6,6,3,-1,1,2,1,-1,5,3,3,3,5,5,2,2,2,2,2,2,2,4,6,6,6,2,2,4,6,6,6,2,2,4,6,6,6,2
2788,2,2,2,2,1,1,1,-1,1,6,4,-1,5,6,6,1,1,1,1,1,1,2,5,4,6,-1,2,6,6,-1,-1,-1,2,2,6,-1,-1,-1,-1
2789,3,1,1,2,2,1,6,1,3,6,1,3,6,6,6,-1,-1,-1,-1,-1,-1,3,6,6,6,3,4,3,6,6,6,3,4,3,6,6,6,3,4
2790,3,2,3,3,2,1,4,1,5,6,5,4,2,5,5,1,1,2,1,1,2,2,6,6,6,1,1,2,4,5,6,3,1,2,3,5,6,1,1
2791,4,3,2,2,3,1,2,1,6,6,5,6,2,3,3,2,2,1,1,1,1,1,3,4,6,2,5,2,3,4,5,1,4,3,3,5,6,2,3
2792,2,7,7,-1,-1,1,1,1,4,5,6,5,2,3,3,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1
2793,2,1,1,2,2,1,2,1,6,6,3,5,6,6,6,1,1,1,1,1,2,3,6,4,6,4,4,3,4,4,6,4,4,1,1,1,1,1,4
2794,2,6,5,1,2,1,2,1,4,6,1,5,4,4,4,1,1,3,2,1,3,4,5,2,6,2,1,4,6,2,6,4,1,3,4,-1,2,5,2
2795,2,1,2,4,3,1,6,1,6,5,1,5,1,6,6,3,2,3,3,3,2,2,4,2,4,1,1,2,4,2,4,1,1,1,4,2,4,1,1
2796,5,5,5,2,2,1,2,1,2,3,3,3,3,3,3,1,2,1,1,1,1,6,5,6,6,5,5,6,4,6,6,6,6,6,6,6,6,6,6
2797,6,6,-1,3,2,1,6,1,6,6,6,6,-1,-1,-1,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,-1,-1,-1,-1,-1,-1
2798,3,1,2,1,-1,1,3,1,2,3,6,3,3,5,5,1,1,1,1,-1,1,2,2,6,6,2,1,2,2,5,4,-1,1,2,2,3,4,2,2
2799,1,2,5,3,3,1,5,1,6,5,2,3,2,6,4,2,2,2,1,1,2,2,5,6,6,4,4,1,1,2,2,1,3,1,1,2,2,1,3
2800,3,2,2,2,3,1,1,1,1,6,6,6,2,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,6,1,1
2801,1,6,6,5,2,1,6,1,6,4,6,6,-1,6,6,2,2,2,2,2,2,1,6,2,6,1,4,1,1,1,1,1,1,1,1,1,1,1,1
2802,2,1,2,3,-1,1,3,1,6,4,2,6,3,5,4,1,1,2,2,1,1,2,3,4,6,2,2,2,2,2,5,2,2,2,2,2,4,1,1
2803,6,3,3,3,2,1,5,1,6,6,4,6,1,6,6,1,1,2,8,8,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1
2804,1,2,2,1,1,1,1,1,6,6,6,6,5,5,6,1,1,1,1,1,1,3,3,6,6,4,5,1,2,2,3,1,2,1,1,2,3,1,1
2805,6,5,7,4,2,1,4,-1,5,6,6,6,6,5,5,1,1,2,2,2,2,2,2,5,2,2,2,2,2,5,2,2,4,2,2,3,2,2,2
2806,2,2,4,3,1,1,6,1,6,6,6,6,3,3,3,2,2,2,2,2,1,3,4,6,6,1,2,3,2,2,6,3,2,3,3,5,6,1,2
2807,3,1,3,3,2,-1,2,1,5,5,5,5,2,3,4,-1,-1,-1,1,1,1,1,2,3,2,3,2,1,2,2,1,1,1,2,2,2,2,1,1
2808,6,6,6,-1,-1,1,3,1,5,4,2,4,3,2,2,-1,2,1,2,2,2,2,3,6,6,3,2,2,6,6,6,6,6,6,6,6,6,6,6
2809,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,6,6,6,3,2,5,5,6,6,2,2,-1,6,6,6,2
2810,6,2,3,-1,-1,1,1,1,4,6,1,3,6,4,5,1,1,2,2,2,1,3,4,5,6,4,4,3,3,6,6,2,4,2,2,6,6,3,3
2811,6,1,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2812,1,1,4,3,3,1,4,1,6,5,5,3,3,2,3,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,6,1,1,1,1,6,6,1
2813,2,2,1,1,2,1,6,1,6,3,2,2,3,3,6,1,1,1,1,1,1,2,3,6,6,6,6,2,6,6,6,6,6,2,6,6,6,6,6
2814,6,6,6,2,1,1,6,1,6,6,6,6,4,6,6,1,1,1,1,1,1,6,3,5,1,4,4,6,4,5,1,3,3,6,3,4,1,6,3
2815,2,1,2,2,2,1,1,1,1,1,1,1,2,2,3,3,8,3,8,8,3,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1
2816,4,3,5,1,1,1,3,1,3,4,4,4,3,4,4,2,1,1,1,1,1,1,3,4,5,5,5,1,1,1,1,1,1,3,3,3,2,2,1
2817,6,2,6,5,5,1,6,1,6,3,3,3,6,6,6,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2818,6,6,6,3,1,1,6,1,6,6,4,6,3,1,3,2,2,1,1,2,1,6,5,6,6,4,2,6,5,6,6,4,2,6,5,6,6,4,2
2819,4,2,4,-1,4,1,2,1,2,6,6,6,3,4,5,1,2,2,1,1,2,2,2,2,1,1,1,2,2,3,5,2,2,2,2,2,1,1,2
2820,6,5,2,1,1,1,6,1,6,3,4,3,6,6,6,1,1,1,1,1,1,3,3,3,3,3,3,3,3,4,4,4,5,2,2,3,2,3,2
2821,2,1,3,1,2,1,6,1,6,4,4,4,1,5,5,1,1,1,1,1,1,2,3,4,6,1,3,2,3,4,4,1,2,-1,-1,-1,-1,-1,-1
2822,6,2,5,1,1,1,1,1,4,6,6,6,3,3,3,1,1,1,1,1,1,2,3,6,6,2,1,2,3,2,5,1,2,2,3,2,5,1,2
2823,3,1,1,2,2,1,3,1,3,5,4,5,2,5,4,1,1,1,1,1,1,3,4,4,4,4,4,3,4,3,3,3,2,2,2,2,3,1,2
