,q11a,q11b,q11c,q11d,q11e,q12a,q12b,q12c,q12d
1370,2,2,2,2,2,1,7,2,4
1371,1,1,1,1,1,1,5,4,1
1372,3,2,4,4,3,8,8,6,5
1374,2,2,2,3,3,1,7,3,2
1375,2,2,2,2,2,1,6,1,2
1376,1,2,1,3,1,1,7,-1,-1
1377,4,2,1,4,3,1,8,4,1
1378,1,1,1,1,1,6,6,1,1
1379,1,2,1,3,3,8,7,4,3
1380,3,-1,1,1,1,2,6,1,3
1381,2,2,2,2,2,1,7,-1,-1
1382,4,4,4,4,4,1,-1,4,6
1383,4,3,2,3,3,1,1,1,4
1384,1,1,1,1,1,1,3,1,1
1385,3,3,3,2,3,1,6,4,4
1386,2,2,2,2,2,1,7,4,1
1387,1,1,1,1,1,2,7,4,1
1388,1,2,1,1,2,1,7,3,1
1389,3,3,3,3,3,1,8,7,1
1390,4,4,4,-1,4,2,8,7,-1
1391,4,3,4,4,3,2,1,5,6
1392,1,2,2,2,1,1,7,1,3
1393,1,1,1,1,1,8,6,1,3
1394,4,4,4,4,4,1,2,6,7
1395,1,3,3,3,4,5,8,7,8
1396,1,2,2,2,2,1,6,4,4
1397,3,3,3,3,3,7,7,4,7
1398,3,4,3,2,3,2,8,1,1
1399,1,1,1,1,1,1,8,2,1
1400,1,1,1,1,1,3,3,4,1
1401,4,3,3,2,1,-1,8,4,4
1402,4,4,4,3,3,1,1,4,8
1403,3,4,3,3,3,1,1,3,7
1404,3,3,2,3,3,2,8,1,1
1405,2,3,2,2,2,4,4,4,1
1406,1,1,1,1,1,2,5,4,1
1407,3,4,3,3,2,8,8,4,4
1408,1,3,2,3,3,8,8,7,1
1409,2,4,2,3,4,7,7,4,3
1410,1,2,1,3,1,2,7,4,3
1411,3,4,3,4,4,8,8,7,5
1412,3,3,1,2,3,1,8,4,4
1413,4,4,4,4,4,1,-1,4,1
1414,4,4,3,4,4,1,8,7,1
1415,2,3,1,3,3,7,7,6,2
1416,3,3,3,3,3,8,7,6,3
1417,1,1,1,1,1,1,7,1,1
1418,1,1,1,1,1,1,7,4,1
1419,3,4,4,3,3,-1,-1,4,8
1420,1,1,1,4,4,2,8,4,1
1421,4,3,3,4,4,2,2,4,4
1422,1,1,1,3,1,1,8,1,1
1423,3,3,1,4,3,1,1,4,4
1424,1,1,1,1,1,-1,7,1,1
1425,1,2,3,1,2,8,8,4,4
1426,2,3,3,3,3,8,8,1,5
1427,2,2,2,3,2,8,8,1,4
1428,1,1,1,1,1,8,7,1,4
1429,4,4,3,2,4,2,2,4,3
1430,2,3,2,3,3,8,8,1,3
1431,2,2,2,2,2,1,1,5,1
1432,3,3,3,3,3,-1,8,7,1
1434,1,1,1,1,1,8,7,6,1
1435,4,2,4,4,4,4,8,7,8
1436,4,3,3,4,3,1,1,4,4
1437,-1,-1,-1,-1,-1,7,6,1,1
1438,2,3,3,3,3,2,2,3,6
1439,1,1,1,1,1,1,5,1,3
1440,3,3,3,3,3,1,5,4,5
1441,1,1,1,1,1,1,8,3,1
1442,1,1,1,1,1,2,7,4,1
1443,3,3,2,3,2,1,7,4,2
1444,2,3,2,2,3,1,7,5,2
1445,4,4,4,4,4,1,8,5,3
1446,2,3,2,2,3,7,7,6,2
1447,2,2,4,3,2,7,7,3,4
1448,-1,-1,-1,-1,-1,-1,-1,-1,-1
1449,3,3,3,3,3,8,8,4,8
1450,2,3,1,1,1,7,7,7,3
1451,2,2,2,3,3,1,8,4,3
1452,2,3,3,2,1,1,1,2,2
1453,4,4,3,3,3,8,8,4,2
1454,4,4,4,4,4,2,2,6,8
1455,3,3,2,3,2,7,7,4,1
1456,2,3,2,2,2,1,1,3,3
1457,4,3,3,3,3,1,1,4,4
1458,2,3,3,3,3,7,8,6,1
1459,3,4,4,3,3,1,2,3,7
1460,3,4,4,4,4,2,2,4,8
1461,3,3,2,2,3,7,8,1,3
1462,1,2,1,2,2,1,2,4,3
1463,4,3,3,3,3,1,8,1,2
1464,3,3,3,3,3,1,8,2,3
1465,2,3,2,3,1,7,7,4,4
1466,4,4,2,4,4,1,8,7,4
1467,4,4,4,4,3,1,1,4,3
1468,4,4,3,3,3,2,2,5,3
1469,1,1,1,1,1,7,-1,1,1
1470,1,2,2,2,2,1,7,1,1
1471,3,3,3,3,1,1,1,4,7
1472,3,3,2,2,3,1,1,-1,1
1473,3,3,3,3,3,1,8,3,7
1474,1,1,3,3,2,8,8,7,6
1475,1,1,1,4,2,1,8,1,4
1476,1,2,4,3,3,8,8,2,3
1477,3,3,3,3,3,8,7,4,2
1478,3,3,1,3,3,7,3,1,3
1479,1,2,1,2,1,7,6,7,2
1480,4,4,4,4,4,2,8,6,7
1481,1,1,1,1,1,7,6,4,1
1482,1,1,1,1,1,7,8,4,4
1483,4,4,4,4,4,7,7,5,8
1484,1,1,1,1,1,1,5,4,1
1486,1,1,1,1,1,2,5,1,1
1487,2,3,4,3,4,2,2,5,7
1488,1,3,1,3,3,4,8,3,3
1489,2,3,3,3,3,7,8,3,5
1490,2,3,1,1,1,7,7,2,2
1491,2,2,1,2,2,1,6,4,3
1492,1,3,1,2,1,8,6,4,1
1493,1,1,1,1,1,2,7,1,3
1494,1,1,1,1,1,2,8,1,1
1495,3,3,3,4,3,2,2,4,6
1496,1,1,1,-1,1,1,5,3,1
1497,1,1,1,1,1,3,7,1,1
1498,1,1,1,2,2,2,8,4,1
1500,2,2,2,2,2,1,6,1,1
1501,2,2,2,3,3,8,7,4,2
1502,1,1,1,1,1,1,6,2,1
1503,2,3,2,2,2,8,7,1,7
1504,3,4,3,3,3,2,2,1,7
1505,4,4,4,4,4,2,8,7,6
1506,1,1,1,3,3,7,8,2,4
1507,4,4,3,3,4,8,8,6,3
1508,1,1,1,3,2,7,5,3,1
1509,4,3,2,4,4,1,8,3,5
1510,3,4,4,4,4,7,7,5,8
1511,1,1,1,1,1,8,7,4,2
1512,1,1,1,1,1,1,3,4,1
1513,1,1,1,1,1,1,7,1,1
1514,2,2,2,3,2,2,8,2,4
1515,3,3,2,2,2,2,8,4,3
1516,3,3,2,3,3,1,3,1,2
1517,3,3,2,3,1,8,8,1,1
1518,3,3,1,2,3,7,7,4,3
1519,3,1,3,3,3,8,8,4,6
1520,3,3,2,3,2,1,7,2,2
1521,3,3,3,3,3,7,3,7,6
1522,3,3,2,2,3,8,8,6,1
1523,2,2,2,2,2,7,8,2,2
1524,2,3,1,3,4,8,8,5,2
1525,3,3,3,3,3,-1,7,6,5
1526,3,3,2,3,2,2,8,1,1
1527,1,3,3,3,3,2,7,4,1
1528,4,4,4,4,4,2,2,1,8
1529,1,1,3,3,3,2,8,1,7
1530,3,3,3,3,3,8,-1,4,5
1531,1,3,2,2,3,3,3,4,3
1532,1,1,1,1,1,8,3,4,1
1533,4,4,4,4,4,8,8,1,1
1534,1,1,1,1,1,1,3,1,3
1535,4,4,3,3,4,2,2,3,5
1536,1,3,1,3,3,7,7,4,1
1537,4,4,4,4,4,7,7,6,7
1538,4,4,4,4,4,2,2,4,8
1539,3,3,3,3,3,2,2,4,4
1540,4,4,3,3,4,2,2,7,7
1541,1,1,1,1,1,1,7,4,3
1542,1,2,2,3,3,1,-1,4,5
1543,1,1,1,1,1,2,6,4,2
1544,2,3,2,2,2,7,7,7,6
1545,2,3,2,3,4,1,6,2,3
1546,1,2,1,3,3,7,3,3,2
1547,1,1,1,1,1,7,6,1,1
1548,1,1,1,1,1,1,5,1,1
1549,1,1,1,4,1,7,8,1,1
1550,1,2,2,2,2,2,7,3,1
1551,3,3,2,3,3,8,7,3,3
1552,1,1,1,1,1,2,8,1,3
1553,4,3,1,1,1,2,7,4,2
1554,2,3,3,3,2,8,8,7,1
1555,3,3,3,4,3,2,2,5,6
1556,1,3,3,3,3,2,8,3,3
1557,2,3,2,2,2,8,7,4,2
1558,1,1,1,1,1,6,6,4,1
1559,4,4,4,4,4,2,7,4,2
1560,1,1,1,1,1,8,7,4,1
1561,1,1,1,1,1,2,8,1,3
1562,1,1,1,1,1,1,7,2,1
1563,4,4,4,4,4,1,1,4,4
1564,1,1,1,3,2,6,6,4,2
1565,4,4,3,3,3,2,2,3,5
1566,1,1,1,3,2,1,7,2,3
1567,2,3,3,3,3,2,8,6,5
1568,1,1,1,1,1,1,7,1,1
1569,-1,-1,-1,-1,-1,5,-1,-1,-1
1570,1,1,1,1,1,6,6,4,1
1571,1,1,1,1,1,7,5,4,1
1572,1,2,2,2,4,8,8,4,4
1573,1,2,1,3,2,7,6,2,4
1574,1,3,2,2,2,2,7,1,3
1575,2,3,1,3,3,1,8,1,1
1576,1,2,2,3,1,8,6,1,4
1577,3,2,2,3,2,2,1,2,3
1578,1,1,1,1,1,7,5,3,1
1579,1,1,1,1,1,1,7,3,3
1580,1,3,1,3,2,1,7,4,2
1581,2,2,-1,-1,3,8,8,4,6
1582,4,4,4,4,4,1,7,7,8
1583,1,3,1,3,1,8,8,4,2
1584,4,4,4,4,4,4,8,3,5
1585,3,3,3,3,3,2,2,4,5
1586,1,1,1,1,4,8,7,1,1
1587,-1,-1,-1,-1,-1,-1,-1,4,1
1588,3,3,3,3,2,4,7,3,4
1589,2,3,3,3,3,1,1,5,4
1590,2,4,2,3,3,7,3,2,2
1591,2,2,2,2,2,2,7,3,3
1592,2,2,2,2,2,1,3,5,1
1593,1,1,1,1,1,8,5,1,1
1594,2,3,2,3,3,1,1,2,4
1595,2,3,2,3,2,2,6,-1,2
1596,1,1,1,1,1,1,5,4,1
1597,2,2,2,2,2,8,7,3,2
1598,2,2,1,3,3,7,8,1,2
1599,1,4,1,4,4,1,8,7,1
1600,1,1,1,-1,3,8,5,5,1
1601,1,1,1,1,1,8,7,4,2
1602,3,4,4,4,3,2,2,7,6
1603,1,2,2,2,2,8,8,2,1
1604,1,2,3,3,2,2,8,1,1
1605,3,3,2,4,4,2,7,4,2
1606,-1,-1,-1,-1,-1,7,8,5,6
1607,1,1,1,1,1,2,7,4,1
1608,1,1,1,1,1,7,3,1,2
1609,1,2,2,2,2,1,7,6,4
1610,3,4,4,4,4,2,8,7,4
1611,1,2,1,3,1,2,7,1,2
1612,1,1,1,1,1,2,7,4,1
1613,3,3,2,3,3,2,7,5,3
1614,2,2,1,2,3,2,8,3,1
1615,1,1,1,4,1,2,6,7,3
1616,1,1,1,1,1,6,6,4,1
1617,2,3,2,2,3,1,6,2,3
1618,2,4,3,3,3,2,8,6,3
1619,3,3,2,3,2,2,2,7,4
1620,1,4,3,3,4,2,8,7,2
1621,1,1,1,1,1,1,5,4,1
1622,3,3,2,3,3,8,8,1,3
1623,4,4,4,4,4,2,2,1,4
1624,4,4,-1,-1,-1,7,7,7,1
1625,1,1,1,1,1,7,8,4,1
1626,3,4,1,3,4,7,7,6,2
1627,2,2,3,3,2,8,6,2,3
1629,1,1,1,1,1,7,6,3,1
1630,1,1,1,1,1,3,3,4,1
1631,2,4,4,4,4,7,7,5,7
1632,3,3,3,3,3,2,3,-1,6
1633,1,1,1,1,1,3,3,7,1
1634,1,1,1,1,1,5,6,4,1
1635,1,1,1,1,1,5,5,7,1
1636,1,1,1,3,2,8,3,1,1
1637,4,4,4,4,4,1,8,-1,8
1638,3,2,2,2,2,7,8,4,4
1639,1,1,1,4,4,6,5,4,2
1640,1,2,4,3,2,7,7,1,8
1641,3,3,1,3,4,7,3,4,3
1642,1,1,1,1,1,8,8,-1,3
1643,4,4,2,4,4,2,7,5,5
1644,4,4,4,4,4,1,8,1,2
1645,1,1,1,1,1,7,7,4,1
1646,1,1,1,3,1,2,7,2,3
1647,1,1,1,1,1,8,6,2,1
1648,4,4,4,4,4,2,2,3,8
1649,2,3,3,3,2,1,1,4,4
1650,4,4,4,4,4,2,8,-1,4
1651,1,1,1,1,1,1,5,4,1
1652,1,1,1,1,1,8,6,1,1
1653,4,4,4,4,4,1,1,6,5
1654,2,3,2,3,3,1,1,1,3
1655,2,3,3,3,3,1,7,4,5
1656,2,3,2,2,1,1,1,2,3
1657,1,1,1,3,2,2,7,4,3
1658,4,4,4,4,4,1,1,2,1
1659,1,2,3,3,2,3,3,5,4
1660,2,3,2,2,3,2,7,2,5
1661,1,1,1,1,1,2,8,5,3
1662,-1,4,1,1,4,3,8,7,2
1663,3,3,1,1,3,2,8,4,1
1664,4,4,3,3,4,3,3,6,4
1665,4,4,4,4,4,8,8,5,8
1666,1,1,1,1,1,6,6,4,3
1667,3,4,-1,4,4,2,8,1,1
1668,3,2,2,3,3,1,7,1,8
1669,2,3,2,4,3,2,7,5,6
1670,2,4,3,4,4,7,7,3,7
1671,4,4,4,4,4,7,7,7,8
1672,3,3,2,2,3,2,2,1,4
1673,1,2,1,2,1,8,6,5,1
1674,2,3,3,3,3,2,2,4,1
1675,1,1,1,1,1,7,5,4,1
1676,2,1,2,2,3,2,2,3,5
1677,1,1,1,1,1,1,7,4,1
1678,3,3,2,3,3,2,2,4,5
1679,3,4,4,3,4,2,2,5,7
1680,4,4,4,4,4,8,8,6,5
1681,1,1,1,1,1,1,7,3,1
1682,1,3,2,2,3,1,7,3,2
1683,1,1,1,3,2,1,1,3,4
1684,1,3,1,3,3,1,1,4,4
1685,1,1,1,1,1,7,3,1,2
1686,4,4,4,4,2,8,8,5,7
1687,2,3,3,2,2,2,7,1,5
1688,3,4,3,3,2,2,8,4,7
1689,3,3,3,3,3,1,8,4,4
1690,2,4,2,3,4,8,7,2,1
1691,4,4,4,4,4,1,1,4,8
1692,4,4,4,4,4,8,8,3,6
1693,3,3,3,3,3,1,8,2,8
1694,1,1,1,1,1,1,7,4,2
1695,-1,-1,-1,-1,-1,-1,-1,4,1
1696,1,1,1,2,1,1,5,4,1
1697,4,4,2,3,3,8,8,4,3
1698,3,3,4,3,3,1,8,4,3
1699,1,3,1,3,3,1,7,-1,3
1700,3,3,3,3,3,2,2,7,3
1701,2,3,2,3,2,1,1,4,5
1702,2,3,2,2,2,1,1,6,6
1703,1,1,1,1,1,1,6,-1,3
1704,3,3,3,3,3,1,8,3,7
1705,4,4,1,4,2,1,1,1,3
1706,3,4,4,2,4,1,1,2,3
1707,2,3,2,2,3,1,1,4,4
1708,2,1,1,1,1,6,6,4,2
1709,4,3,3,3,4,2,8,7,8
1710,2,3,3,2,3,1,6,5,5
1711,2,3,1,3,2,8,7,4,1
1712,2,2,2,3,2,6,8,5,3
1713,4,4,4,4,4,2,2,1,7
1714,1,1,1,1,1,3,3,4,1
1715,1,1,1,1,1,8,3,4,3
1716,2,2,2,2,3,1,3,2,2
1717,1,1,1,1,1,8,8,7,1
1718,1,1,1,1,1,1,7,1,1
1719,3,3,3,3,4,8,8,3,5
1720,1,2,1,2,3,8,8,4,1
1721,1,1,1,1,1,2,8,4,1
1722,1,1,1,1,1,8,5,1,1
1723,2,3,2,3,3,8,7,4,3
1724,2,3,2,4,2,7,7,1,3
1725,1,1,1,1,1,7,3,2,1
1726,4,4,4,4,4,3,8,7,8
1727,1,4,1,1,4,1,8,4,1
1728,1,1,1,1,1,7,7,4,2
1729,4,4,4,4,4,2,8,5,8
1730,3,3,3,3,3,8,8,3,7
1731,3,3,2,3,3,2,8,2,4
1732,4,4,4,4,4,7,7,3,1
1733,3,3,3,3,3,7,7,5,7
1734,1,1,1,1,1,2,7,4,2
1735,4,4,3,3,3,2,2,7,5
1736,3,4,3,4,4,2,2,4,6
1737,2,4,2,3,3,2,8,2,1
1738,1,1,1,1,1,8,6,1,1
1739,1,1,1,1,1,7,8,4,2
1740,4,4,4,4,4,1,1,7,8
1741,3,2,1,2,2,1,7,4,3
1742,2,2,2,2,2,7,3,4,4
1743,1,1,1,1,1,1,7,4,2
1744,1,1,1,1,1,1,6,1,5
1746,4,4,4,4,4,7,2,7,8
1747,4,4,4,4,4,1,1,7,8
1748,4,1,3,3,-1,6,8,-1,1
1749,2,4,4,4,4,2,8,4,4
1750,4,4,2,4,4,2,8,1,7
1751,4,3,3,3,2,1,1,2,8
1752,3,3,1,2,3,8,8,7,2
1753,2,2,1,3,3,1,7,2,2
1754,1,1,1,4,1,7,7,-1,-1
1755,2,2,2,2,2,1,8,1,3
1756,4,4,4,4,4,4,8,3,4
1757,3,3,2,1,3,1,8,4,3
1758,4,4,3,4,4,2,8,-1,-1
1759,4,4,4,4,3,8,-1,2,8
1760,1,1,1,1,1,5,5,4,1
1761,1,1,1,1,1,2,2,7,5
1762,1,1,1,1,1,1,-1,-1,-1
1763,2,2,2,3,2,2,7,1,1
1764,4,4,4,4,4,7,2,3,8
1765,4,4,2,4,2,1,4,1,1
1766,2,1,1,1,1,1,3,1,1
1767,3,3,3,3,3,1,1,2,2
1768,1,1,1,1,1,2,5,-1,1
1769,4,4,4,4,4,8,8,4,4
1771,4,4,4,4,4,2,2,1,8
1772,1,1,1,1,1,1,5,4,1
1773,1,1,1,1,1,3,3,-1,1
1774,1,1,1,1,1,8,8,4,8
1775,1,1,1,1,1,7,7,4,1
1776,1,1,1,2,2,3,-1,4,1
1777,4,4,4,4,4,8,8,7,6
1778,1,1,1,1,1,3,3,1,1
1779,1,1,1,1,1,3,3,2,2
1780,1,1,1,1,1,1,8,2,2
1781,1,2,1,2,3,8,3,4,2
1782,4,4,2,3,3,8,8,4,3
1783,2,2,2,2,2,8,6,1,2
1784,4,4,4,4,4,7,8,4,7
1785,2,2,2,3,2,8,3,4,4
1786,4,4,4,4,4,8,8,6,7
1787,2,2,2,2,2,7,8,-1,1
1788,2,4,4,4,4,2,2,4,8
1789,4,4,2,4,3,8,8,2,3
1790,4,3,2,3,3,8,8,4,2
1791,1,3,-1,4,1,2,2,7,3
1792,1,1,1,1,1,2,2,1,4
1793,2,3,3,3,3,2,8,5,3
1794,3,4,4,4,3,7,8,5,7
1795,4,3,3,4,4,2,2,5,8
1796,1,1,1,3,1,2,8,2,1
1797,4,3,4,3,2,2,3,1,6
1798,2,3,1,3,3,4,6,2,1
1799,1,1,1,1,1,7,7,-1,1
1800,4,4,4,4,3,2,2,7,8
1801,1,1,1,1,1,8,6,1,4
1802,1,1,1,1,1,8,7,1,8
1803,4,4,4,3,3,7,8,5,7
1804,2,3,1,3,3,2,8,4,1
1805,4,3,4,4,3,2,3,-1,-1
1806,1,1,1,1,1,8,3,2,1
1807,3,3,3,3,3,8,8,4,4
1808,3,4,4,3,4,8,2,7,7
1809,4,3,4,3,3,7,4,7,6
1810,4,4,2,4,3,8,8,3,4
1811,4,4,4,4,4,1,1,7,6
1812,2,3,1,3,3,8,7,4,1
1813,2,1,1,4,1,7,8,1,5
1814,4,4,3,3,2,8,8,4,6
1815,1,2,2,4,4,7,8,4,2
1816,3,4,4,4,4,8,8,4,6
1817,4,4,4,4,4,1,1,7,7
1818,4,3,4,4,4,1,7,2,7
1819,4,4,4,4,4,1,8,3,7
1820,3,3,2,3,3,8,7,1,1
1821,4,4,4,4,4,8,8,4,7
1822,2,2,2,3,2,2,6,1,1
1823,4,4,4,4,4,8,8,3,3
1824,3,3,2,3,3,8,8,4,2
1825,2,3,2,2,3,8,8,4,4
1826,1,1,1,1,1,8,3,4,3
1827,4,4,4,4,4,8,8,4,8
1828,4,4,4,4,4,8,8,2,8
1829,2,1,1,1,1,2,2,2,2
1830,1,2,1,1,1,1,7,4,2
1831,3,3,3,2,3,8,-1,4,4
1832,4,4,4,4,4,2,2,5,5
1833,3,1,3,3,4,8,8,-1,4
1834,1,1,1,1,1,7,5,4,1
1835,3,2,2,3,3,2,8,2,2
1836,2,4,3,3,4,8,8,7,7
1837,1,1,1,3,1,-1,6,4,1
1838,1,2,2,3,2,6,8,7,2
1839,1,1,1,1,1,7,5,4,1
1840,1,3,1,1,1,3,8,7,1
1841,1,2,3,3,2,8,8,7,3
1842,4,4,4,4,4,7,7,1,8
1843,2,3,2,3,2,8,8,4,1
1844,3,3,3,3,3,8,8,4,3
1845,1,1,1,1,1,7,3,1,1
1846,2,3,2,3,3,2,2,4,2
1847,1,2,1,1,2,7,3,1,3
1848,1,2,2,3,3,4,8,4,1
1849,4,3,3,1,3,7,7,2,5
1850,3,3,1,3,3,7,3,4,3
1851,3,3,1,1,4,1,3,3,3
1852,1,1,1,1,1,1,7,4,2
1853,1,3,1,3,3,4,7,4,3
1854,-1,3,2,3,3,1,7,4,4
1855,3,3,3,3,2,1,8,3,6
1856,4,4,4,4,4,1,1,7,7
1857,4,4,3,4,3,2,-1,7,7
1858,4,4,2,4,4,2,2,4,3
1859,4,4,4,4,4,5,5,4,1
1860,1,1,1,3,1,8,7,4,3
1861,4,4,4,3,3,2,8,7,7
1862,4,4,4,3,3,2,2,4,8
1863,4,4,4,4,4,2,2,7,8
1864,1,3,-1,3,2,4,6,1,6
1865,3,3,3,3,3,8,2,4,7
1866,4,4,4,4,4,2,2,2,8
1867,4,4,4,4,4,8,-1,4,7
1868,4,4,4,4,4,8,-1,7,6
1869,4,4,4,4,4,2,-1,4,8
1870,2,2,3,3,2,2,2,3,4
1871,4,4,4,4,4,2,-1,4,5
1872,4,4,4,4,4,2,-1,3,8
1873,2,-1,-1,3,3,1,-1,1,1
1874,1,1,1,1,1,1,7,7,1
1875,3,3,4,3,4,2,3,1,-1
1876,2,3,3,3,3,1,3,4,4
1877,4,4,3,3,3,8,1,5,4
1878,4,2,2,2,3,1,1,4,3
1879,4,4,3,3,2,1,2,1,5
1880,4,3,3,4,3,2,2,7,7
1881,2,3,2,2,2,4,4,4,4
1882,3,3,1,1,1,7,8,1,3
1883,4,4,3,3,3,8,8,4,8
1884,4,4,3,3,4,8,8,4,5
1885,4,4,2,4,4,8,7,-1,4
1886,2,2,-1,-1,-1,1,6,-1,1
1887,4,4,4,4,4,8,8,7,8
1888,1,1,1,1,1,8,5,4,1
1889,1,1,1,1,1,2,7,1,1
1890,3,3,2,2,3,1,3,3,1
1891,1,1,1,1,1,2,8,1,1
1892,1,2,2,1,2,6,6,1,2
1893,3,3,3,3,3,1,1,4,7
1894,1,1,1,3,3,3,6,5,3
1895,1,2,2,2,2,8,6,1,3
1896,3,3,3,3,3,8,8,2,8
1897,4,4,4,4,3,8,8,3,8
1898,4,4,4,4,4,8,8,5,8
1899,4,3,3,-1,-1,8,8,3,1
1900,3,2,2,3,2,7,7,1,2
1901,2,2,2,2,2,7,7,1,2
1902,2,3,2,3,4,7,8,4,5
1903,3,3,2,3,3,8,2,2,6
1904,4,4,4,4,4,7,7,2,7
1905,3,4,4,4,4,8,8,7,6
1906,2,2,2,2,2,7,8,4,4
1907,4,4,4,4,3,7,2,1,4
1908,4,4,2,3,3,8,8,3,3
1909,4,4,2,4,4,8,8,5,5
1910,1,1,2,3,2,1,7,4,1
1911,1,1,1,1,1,8,8,7,4
1912,4,4,3,3,3,2,8,3,4
1913,3,3,1,3,3,3,8,3,4
1914,4,3,2,3,3,7,7,3,3
1915,1,1,1,1,1,2,5,1,2
1916,1,1,3,3,1,8,6,4,2
1917,1,1,1,1,1,8,8,4,1
1918,1,1,1,1,1,8,7,4,1
1919,3,3,3,3,3,8,8,-1,2
1920,3,3,3,2,2,2,7,4,2
1921,2,3,1,3,2,8,8,4,1
1922,3,4,1,3,3,4,7,4,1
1923,3,2,2,3,3,2,7,2,3
1924,3,3,3,3,3,2,2,5,2
1925,3,4,3,3,3,8,8,3,5
1926,2,3,3,3,2,2,2,2,8
1927,4,4,2,2,4,2,2,4,2
1928,4,4,3,3,4,1,1,3,8
1929,4,4,4,4,4,2,2,5,6
1930,4,4,4,3,4,8,8,4,1
1931,1,1,1,1,1,2,7,1,1
1932,1,3,3,4,3,6,3,4,6
1933,1,3,2,4,3,8,8,7,3
1934,4,3,2,2,2,7,7,2,2
1935,2,3,2,2,2,1,8,4,3
1936,4,4,4,4,4,7,7,7,8
1937,1,1,1,4,1,1,5,1,1
1938,3,4,3,3,4,8,8,4,6
1939,4,4,4,2,2,8,2,4,4
1940,3,-1,2,3,2,8,8,4,3
1941,4,4,4,4,4,7,8,7,8
1942,1,1,1,1,1,1,8,3,1
1943,3,4,3,4,3,1,1,1,7
1944,3,3,3,3,3,7,7,4,8
1945,4,4,4,4,2,2,2,4,2
1946,3,3,2,2,3,7,7,7,1
1947,1,1,1,3,3,2,6,4,1
1948,3,3,3,3,3,2,2,4,4
1949,1,1,1,1,1,8,-1,4,7
1950,4,4,4,3,4,7,1,6,8
1951,2,1,1,2,1,4,3,4,2
1952,1,2,3,3,4,1,7,4,1
1953,3,4,4,3,3,8,2,1,8
1954,4,4,4,4,4,2,2,4,4
1955,4,4,3,3,3,2,8,2,6
1957,4,4,4,4,4,8,8,4,8
1958,4,4,3,3,4,2,2,1,1
1959,3,4,4,4,4,1,1,1,7
1960,4,4,4,4,4,2,8,4,8
1961,4,4,4,4,4,1,8,3,3
1962,4,4,4,4,4,2,2,4,7
1963,4,4,4,4,4,2,2,7,5
1964,4,3,3,3,3,2,7,3,2
1965,1,1,1,1,2,7,3,1,1
1966,1,1,1,1,1,7,3,2,1
1967,4,4,2,4,4,7,-1,1,4
1968,1,1,1,1,1,1,3,1,2
1969,4,3,1,3,2,7,6,1,4
1970,1,1,1,3,1,7,3,4,1
1971,2,2,1,3,2,7,8,1,4
1972,3,4,4,4,4,7,7,3,8
1973,2,2,1,1,1,6,6,4,2
1974,3,4,2,3,3,3,-1,5,4
1975,3,3,2,2,2,7,7,4,5
1976,3,3,2,2,3,1,8,7,3
1978,2,4,1,3,4,7,3,6,1
1979,4,3,3,3,3,4,4,1,7
1980,3,3,2,3,2,8,7,5,4
1981,1,1,1,1,1,2,8,3,7
1982,3,3,3,3,3,2,8,7,8
1983,4,4,4,4,4,8,8,4,4
1984,3,3,3,3,3,2,2,4,3
1985,1,1,1,1,1,7,7,4,1
1986,4,4,4,4,4,2,2,5,8
1987,1,1,1,3,1,8,7,4,2
1988,2,3,1,1,1,2,7,4,1
1989,4,4,2,4,4,8,-1,4,4
1990,3,3,-1,-1,4,8,8,4,4
1991,3,3,3,3,3,2,2,5,3
1992,4,4,3,3,4,2,2,1,8
1993,3,4,4,3,3,2,2,6,3
1994,4,4,4,4,4,8,8,2,6
1995,3,3,3,3,3,8,7,2,1
1996,4,3,2,3,4,2,8,4,3
1997,4,4,1,2,3,7,-1,4,1
1998,4,4,4,4,4,8,8,5,8
1999,4,4,3,4,4,2,2,1,4
2000,1,3,2,2,1,1,1,4,1
2001,1,1,1,1,1,7,8,4,1
2002,4,4,4,4,4,7,7,4,8
2003,4,4,4,4,4,2,8,-1,8
2004,2,1,1,1,1,7,7,1,1
2005,1,2,1,1,1,1,8,4,1
2006,4,4,4,4,4,7,7,5,8
2007,3,3,3,3,3,1,8,4,8
2008,3,4,4,4,4,8,8,4,3
2009,1,1,1,1,1,8,3,4,1
2010,1,1,1,1,2,7,7,4,7
2011,2,2,2,3,4,2,8,4,4
2012,4,4,4,4,4,2,2,7,6
2013,4,4,4,4,4,7,8,4,7
2014,4,4,4,4,4,8,5,1,1
2015,3,2,1,3,2,2,8,4,3
2016,2,3,2,2,3,8,8,4,1
2017,1,1,1,1,1,8,8,1,7
2018,4,4,4,4,4,2,8,7,8
2019,2,3,2,3,3,7,3,2,2
2020,1,1,1,1,1,1,7,1,7
2021,4,4,3,3,4,1,1,3,4
2022,1,1,1,1,1,8,5,2,1
2023,1,1,1,1,1,7,3,4,1
2024,2,3,3,3,3,1,7,4,7
2025,3,3,1,3,3,7,8,4,3
2026,3,3,3,3,3,8,8,4,5
2027,3,2,2,3,3,2,2,2,4
2028,4,4,3,4,4,7,7,1,4
2029,3,4,2,4,4,6,8,4,3
2030,2,3,2,2,3,7,7,4,2
2031,3,3,3,3,2,8,6,4,1
2032,4,4,4,4,4,7,8,7,4
2033,4,3,1,3,3,8,8,5,2
2034,3,4,4,3,4,1,8,7,3
2035,2,3,2,2,2,8,7,4,2
2036,1,1,2,2,1,2,7,2,3
